15
0000,750.5,355.5
0000,598.5,384.5
0000,808.5,322.5
0000,815.5,354.5
0000,777.5,371.5
0000,808.5,382.5
0000,630.5,368.5
0000,627.5,340.5
0000,657.5,356.5
0000,783.5,345.5
0000,692.5,357.5
0000,797.5,409.5
0000,719.5,355.5
0000,596.5,359.5
0000,597.5,325.5
0001,628.5,340.5
0001,808.5,322.5
0001,750.5,355.5
0001,808.5,382.5
0001,777.5,371.5
0001,658.5,358.5
0001,798.5,411.5
0001,630.5,368.5
0001,692.5,357.5
0001,814.5,353.5
0001,599.5,383.5
0001,782.5,344.5
0001,719.5,355.5
0001,594.5,358.5
0001,596.5,321.5
0002,808.5,322.5
0002,750.5,355.5
0002,597.5,323.5
0002,777.5,371.5
0002,815.5,354.5
0002,598.5,384.5
0002,783.5,345.5
0002,809.5,379.5
0002,657.5,356.5
0002,628.5,338.5
0002,692.5,357.5
0002,719.5,357.5
0002,595.5,357.5
0002,630.5,368.5
0002,799.5,410.5
0003,750.5,355.5
0003,815.5,354.5
0003,777.5,371.5
0003,808.5,382.5
0003,627.5,340.5
0003,808.5,322.5
0003,628.5,372.5
0003,783.5,345.5
0003,692.5,357.5
0003,595.5,323.5
0003,657.5,356.5
0003,719.5,355.5
0003,798.5,411.5
0003,599.5,383.5
0003,596.5,357.5
0007,750.5,355.5
0007,598.5,384.5
0007,808.5,382.5
0007,808.5,322.5
0007,630.5,368.5
0007,690.5,356.5
0007,596.5,322.5
0007,626.5,340.5
0007,778.5,368.5
0007,814.5,353.5
0007,657.5,359.5
0007,719.5,355.5
0007,799.5,410.5
0007,785.5,345.5
0007,594.5,357.5
0008,808.5,322.5
0008,808.5,382.5
0008,627.5,340.5
0008,815.5,354.5
0008,598.5,384.5
0008,798.5,409.5
0008,628.5,369.5
0008,750.5,355.5
0008,776.5,372.5
0008,598.5,324.5
0008,690.5,357.5
0008,783.5,344.5
0008,658.5,358.5
0008,595.5,356.5
0008,719.5,357.5
0009,658.5,358.5
0009,808.5,322.5
